subject,domain,word,SIDNO
478,ANIMALS,Rabbit,37
478,ANIMALS,Chimpanzee,37
478,ANIMALS,Rat,37
478,ANIMALS,Tiger,37
478,ANIMALS,Bear,37
478,ANIMALS,Lion,37
478,ANIMALS,Gerbil,37
478,ANIMALS,Ferret,37
478,ANIMALS,Penguin,37
478,ANIMALS,Ostrich,37
478,ANIMALS,Polar Bear,37
478,ANIMALS,Koala,37
478,ANIMALS,Deer,37
478,ANIMALS,Reindeer,37
478,ANIMALS,Goldfish,37
479,ANIMALS,Cat,38
479,ANIMALS,Dog,38
479,ANIMALS,Elephant,38
479,ANIMALS,Giraffe,38
479,ANIMALS,Monkey,38
479,ANIMALS,Gorilla,38
