subject,domain,word,SIDNO
479,ANIMALS,Ape,38
479,ANIMALS,Chimpanzee,38
479,ANIMALS,Penguin,38
479,ANIMALS,Antelope,38
479,ANIMALS,Lion,38
479,ANIMALS,Tiger,38
479,ANIMALS,Grizzly Bear,38
479,ANIMALS,Black Bear,38
479,ANIMALS,Seal,38
479,ANIMALS,Walrus,38
479,ANIMALS,Flamingo,38
479,ANIMALS,Peacock,38
479,ANIMALS,Squirrel,38
479,ANIMALS,Chipmunk,38
479,ANIMALS,Fish,38
479,ANIMALS,Star Fish,38
479,ANIMALS,Sea Horse,38
479,ANIMALS,Shark,38
479,ANIMALS,Killer Whale,38
479,ANIMALS,Clown Fish,38
479,ANIMALS,Dalmatian,38
479,ANIMALS,Sparrow,38
479,ANIMALS,Eagle,38
479,ANIMALS,Egret,38
479,ANIMALS,Blue Footed Booby,38
479,ANIMALS,Muskrat,38
479,ANIMALS,Possum,38
479,ANIMALS,Mole,38
479,ANIMALS,Raccoon,38
479,ANIMALS,Geese,38
479,ANIMALS,Ducks,38
479,ANIMALS,Gulls,38
479,ANIMALS,Cow,38
479,ANIMALS,Horse,38
479,ANIMALS,Pig,38
479,ANIMALS,Sheep,38
479,ANIMALS,Ewe,38
479,ANIMALS,Lamb,38
479,ANIMALS,Wolf,38
479,ANIMALS,Leopard,38
480,ANIMALS,Dog,39
480,ANIMALS,Cat,39
480,ANIMALS,Ferret,39
480,ANIMALS,Lizard,39
480,ANIMALS,Panda,39
480,ANIMALS,Koala Bear,39
480,ANIMALS,Seal,39
480,ANIMALS,Dolphin,39
480,ANIMALS,Fish,39
480,ANIMALS,Shark,39
480,ANIMALS,Whale,39
480,ANIMALS,Sea Lion,39
480,ANIMALS,Polar Bear,39
480,ANIMALS,Black Bear,39
480,ANIMALS,Grizzly Bear,39
480,ANIMALS,Fox,39
480,ANIMALS,Coyote,39
480,ANIMALS,Pig,39
480,ANIMALS,Cow,39
480,ANIMALS,Horse,39
480,ANIMALS,Duck,39
480,ANIMALS,Frog,39
480,ANIMALS,Snake,39
480,ANIMALS,Snail,39
480,ANIMALS,Turtle,39
480,ANIMALS,Fly,39
480,ANIMALS,Butterfly,39
480,ANIMALS,Tiger,39
480,ANIMALS,Groundhog,39
480,ANIMALS,Zebra,39
480,ANIMALS,Kangaroo,39
480,ANIMALS,Crab,39
480,ANIMALS,Lobster,39
480,ANIMALS,Opossum,39
480,ANIMALS,Racoon,39
480,ANIMALS,Squirrel,39
480,ANIMALS,Chipmunk,39
480,ANIMALS,Rabbit,39
480,ANIMALS,Jackrabbit,39
480,ANIMALS,Chinchilla,39
480,ANIMALS,Bat,39
480,ANIMALS,Gorilla,39
481,ANIMALS,Human,40
481,ANIMALS,Monkey,40
481,ANIMALS,Bird,40
481,ANIMALS,Frog,40
481,ANIMALS,Leopard,40
481,ANIMALS,Tiger,40
481,ANIMALS,Giraffe,40
481,ANIMALS,Elephant,40
481,ANIMALS,Gorilla,40
481,ANIMALS,Snake,40
481,ANIMALS,Fly,40
481,ANIMALS,Ant Eater,40
481,ANIMALS,Dog,40
481,ANIMALS,Cat,40
481,ANIMALS,Hamster,40
481,ANIMALS,Rat,40
481,ANIMALS,Mouse,40
481,ANIMALS,Turtle,40
481,ANIMALS,Guinea Pic,40
481,ANIMALS,Kangaroo,40
481,ANIMALS,Koala,40
481,ANIMALS,Chipmunk,40
481,ANIMALS,Squirrel,40
481,ANIMALS,Crocodile,40
481,ANIMALS,Alligator,40
481,ANIMALS,Liger,40
481,ANIMALS,Flamingo,40
481,ANIMALS,Seal,40
481,ANIMALS,Whale,40
481,ANIMALS,Goldfish,40
481,ANIMALS,Beta Fish,40
481,ANIMALS,Clown Fish,40
481,ANIMALS,Polar Bear,40
481,ANIMALS,Brown Bear,40
481,ANIMALS,Black Bear,40
481,ANIMALS,Panda Bear,40
482,FOODS,Popcorn,41
482,FOODS,Wheat Thin,41
482,FOODS,Cheese It,41
482,FOODS,Spaghetti,41
482,FOODS,Chicken,41
482,FOODS,Turkey,41
482,FOODS,Cheese,41
482,FOODS,Pickle,41
482,FOODS,Hamburger,41
482,FOODS,Cheeseburger,41
482,FOODS,Breadstick,41
482,FOODS,Pizza,41
482,FOODS,Chip,41
482,FOODS,Broccoli,41
482,FOODS,Carrot,41
482,FOODS,Ham,41
482,FOODS,Stuffing,41
482,FOODS,Mashed Potato,41
482,FOODS,Bean,41
482,FOODS,Taco,41
482,FOODS,Cracker,41
482,FOODS,Cake,41
482,FOODS,Brownie,41
482,FOODS,Poundcake,41
482,FOODS,Rice,41
482,FOODS,Pasta,41
482,FOODS,Sausage,41
482,FOODS,Noodle,41
482,FOODS,Green Bean,41
482,FOODS,Pie,41
482,FOODS,Apple,41
482,FOODS,Banana,41
483,FOODS,Pizza,42
483,FOODS,Sandwich,42
483,FOODS,Ice-Cream,42
483,FOODS,Doughnut,42
483,FOODS,Cake,42
483,FOODS,Cupcake,42
483,FOODS,Hot Sauce,42
483,FOODS,Lettuce,42
483,FOODS,Turkey,42
483,FOODS,Ham,42
483,FOODS,Salami,42
483,FOODS,Bacon,42
483,FOODS,Cheese,42
483,FOODS,Mayonnaise,42
483,FOODS,Frosting,42
483,FOODS,Pickle,42
483,FOODS,Carrot,42
483,FOODS,Orange,42
483,FOODS,Pudding,42
483,FOODS,Milk,42
483,FOODS,Candy,42
483,FOODS,Cookie,42
483,FOODS,Coffeecake,42
483,FOODS,Cheesecake,42
483,FOODS,Stuffing,42
483,FOODS,Cranberry,42
483,FOODS,Pie,42
483,FOODS,Maple Syrup,42
484,FOODS,Lasagna,43
484,FOODS,Bread,43
484,FOODS,Salad,43
484,FOODS,Chicken,43
484,FOODS,Mashed Potato,43
484,FOODS,Chili,43
484,FOODS,Hotdog,43
484,FOODS,Taco,43
484,FOODS,Cereal,43
484,FOODS,Egg,43
484,FOODS,Toast,43
484,FOODS,Pizza,43
484,FOODS,Pasta,43
484,FOODS,Chinese,43
484,FOODS,Baked Potato,43
484,FOODS,Macaroni Cheese,43
484,FOODS,Porkchop,43
484,FOODS,Potatoes Soup,43
484,FOODS,Cream Of Mushroom Soup,43
484,FOODS,Ravioli,43
484,FOODS,Spaghetti,43
484,FOODS,Garlic Bread,43
484,FOODS,Grilled Cheese,43
485,FOODS,Mashed Potato,44
485,FOODS,Potato,44
485,FOODS,Orange,44
485,FOODS,Apple,44
485,FOODS,Fruit,44
485,FOODS,Vegetable,44
485,FOODS,Sauce,44
485,FOODS,Starch,44
485,FOODS,Pasta,44
485,FOODS,Italian,44
485,FOODS,Mexican,44
485,FOODS,European,44
485,FOODS,American,44
485,FOODS,Israeli,44
485,FOODS,Chinese,44
485,FOODS,Japanese,44
485,FOODS,Sushi,44
485,FOODS,Fried,44
485,FOODS,Grilled,44
485,FOODS,Hamburger,44
485,FOODS,Tostito,44
485,FOODS,Tostada,44
485,FOODS,Corn,44
485,FOODS,Peach,44
485,FOODS,Dressing,44
485,FOODS,Meat,44
485,FOODS,Chicken,44
485,FOODS,Steak,44
485,FOODS,Ham,44
485,FOODS,Vegetarian,44
485,FOODS,Pot-Roast,44
485,FOODS,Ice-Cream,44
485,FOODS,Sweet,44
485,FOODS,Candy,44
485,FOODS,Chocolate,44
485,FOODS,Sugar,44
485,FOODS,Spice,44
485,FOODS,Spice,44
485,FOODS,Cinnamon,44
485,FOODS,Salt,44
485,FOODS,Pea,44
485,FOODS,Juice,44
485,FOODS,Milk,44
485,FOODS,Ketchup,44
485,FOODS,Topping,44
485,FOODS,Mustard,44
485,FOODS,Banana,44
485,FOODS,Yogurt,44
485,FOODS,Sandwich,44
485,FOODS,Marshmallow,44
485,FOODS,Tomato,44
486,FOODS,Pizza,45
486,FOODS,Hamburger,45
486,FOODS,Taco,45
486,FOODS,Spaghetti,45
486,FOODS,Chili,45
486,FOODS,Mousse,45
486,FOODS,Ice-Cream,45
486,FOODS,Ponsit,45
486,FOODS,Curry,45
486,FOODS,Noodle,45
486,FOODS,Ramen,45
486,FOODS,Takoyaki,45
486,FOODS,Sushi,45
486,FOODS,Kumquat,45
486,FOODS,Strawberry,45
486,FOODS,Watermelon,45
486,FOODS,Carrot,45
486,FOODS,Potato,45
486,FOODS,Stew,45
486,FOODS,Cherry,45
486,FOODS,Grape,45
486,FOODS,Banana,45
486,FOODS,Celery,45
486,FOODS,Leek,45
486,FOODS,Corn,45
486,FOODS,French-Fry,45
486,FOODS,Pickle,45
486,FOODS,Cucumber,45
486,FOODS,Zucchini,45
486,FOODS,Veal,45
486,FOODS,Lamb,45
486,FOODS,Duck,45
486,FOODS,Chicken,45
486,FOODS,Beef,45
486,FOODS,Peach,45
486,FOODS,Rice Ball,45
486,FOODS,Daifuku,45
486,FOODS,Tofu,45
486,FOODS,Hotdog,45
486,FOODS,Cheese,45
486,FOODS,Yogurt,45
486,FOODS,Whip Cream,45
486,FOODS,Pie,45
486,FOODS,Doughnut,45
486,FOODS,Cake,45
486,FOODS,Bread,45
487,FOODS,Tomato,46
487,FOODS,Pancake,46
487,FOODS,Chocolate Chip,46
487,FOODS,Cookie,46
487,FOODS,Yogurt,46
487,FOODS,Pizza,46
487,FOODS,Ice-Cream,46
487,FOODS,Coffee,46
487,FOODS,Latte,46
487,FOODS,Cappuccino,46
487,FOODS,Cheese,46
487,FOODS,Cracker,46
487,FOODS,Cheezit,46
487,FOODS,Cap'N Crunch,46
487,FOODS,Black Bean,46
487,FOODS,Baked Bean,46
487,FOODS,Baked Potato,46
487,FOODS,French-Fry,46
487,FOODS,Jones Soda,46
487,FOODS,Applesauce,46
487,FOODS,Peach,46
487,FOODS,Pear,46
487,FOODS,Grape,46
487,FOODS,Fruit Snack,46
487,FOODS,Plum,46
487,FOODS,Mango,46
487,FOODS,Papaya,46
487,FOODS,Lime,46
487,FOODS,Lemon,46
487,FOODS,Frozen Dinner,46
487,FOODS,Donut,46
487,FOODS,Asparagus,46
487,FOODS,Green Onion,46
487,FOODS,Red Onion,46
487,FOODS,White Onion,46
487,FOODS,Shallot,46
487,FOODS,Shitake Mushroom,46
487,FOODS,Portabella Mushroom,46
487,FOODS,Greenleaf Lettuce,46
487,FOODS,Red Leaf Lettuce,46
487,FOODS,Romaine Lettuce,46
487,FOODS,Boston Lettuce,46
487,FOODS,Bibb Lettuce,46
487,FOODS,Butter Lettuce,46
488,FOODS,Fries,47
488,FOODS,Hamburger,47
488,FOODS,Salad,47
488,FOODS,Lettuce,47
488,FOODS,Tomato,47
488,FOODS,Cucumber,47
488,FOODS,Chickpea,47
488,FOODS,Quesadilla,47
488,FOODS,Chicken,47
488,FOODS,Steak,47
488,FOODS,Pot-Roast,47
488,FOODS,Beef,47
488,FOODS,Hotdog,47
488,FOODS,Chocolate,47
488,FOODS,Starburst,47
488,FOODS,Potato,47
488,FOODS,Brisket,47
488,FOODS,Cranberry Sauce,47
488,FOODS,Soup,47
488,FOODS,Bread,47
488,FOODS,Pizza,47
488,FOODS,Mozzarella Stick,47
488,FOODS,Cheese,47
488,FOODS,Reeses,47
488,FOODS,Lollipop,47
488,FOODS,Special K,47
488,FOODS,Cereal,47
488,FOODS,Pepper,47
488,FOODS,Pasta,47
488,FOODS,Bagel,47
488,FOODS,Cream,47
488,FOODS,Ice-Cream,47
488,FOODS,Buffalo Wing,47
488,FOODS,Chicken Wing,47
488,FOODS,Cookie,47
488,FOODS,Carrot,47
489,FOODS,Chicken,48
489,FOODS,Pizza Macaroni,48
489,FOODS,Salad,48
489,FOODS,Pizza,48
489,FOODS,Macaroni,48
489,FOODS,Spinach,48
489,FOODS,Hotdog,48
489,FOODS,Bread,48
489,FOODS,Pasta,48
489,FOODS,Celery,48
489,FOODS,Carrot,48
489,FOODS,Hamburger,48
489,FOODS,Porkchop,48
489,FOODS,Cabbage,48
489,FOODS,Green,48
489,FOODS,Noodle,48
489,FOODS,Hot Pocket,48
489,FOODS,Corn,48
489,FOODS,Potato,48
489,FOODS,Sweet Potato,48
489,FOODS,Red Potato,48
489,FOODS,Rhubarb,48
489,FOODS,Celery,48
489,FOODS,Squash,48
489,FOODS,Pickle,48
489,FOODS,Cucumber,48
489,FOODS,Rice,48
489,FOODS,Oatmeal,48
489,FOODS,Ice-Cream,48
489,FOODS,Ham,48
489,FOODS,Turkey,48
489,FOODS,Roast Beef,48
489,FOODS,Salami,48
489,FOODS,Bean,48
490,FOODS,Pizza,49
490,FOODS,Bread,49
490,FOODS,Corn,49
490,FOODS,Vegetable,49
490,FOODS,Green Bean,49
490,FOODS,Breadstick,49
490,FOODS,Salmon,49
490,FOODS,Tuna,49
490,FOODS,Oreo,49
490,FOODS,Cookie,49
490,FOODS,Chocolate Chip,49
490,FOODS,Candy Bar,49
490,FOODS,Broccoli,49
490,FOODS,Cauliflower,49
490,FOODS,Strawberry,49
490,FOODS,Pear,49
490,FOODS,Apple,49
490,FOODS,Banana,49
490,FOODS,Orange,49
490,FOODS,Chicken,49
490,FOODS,Hamburger,49
490,FOODS,Fries,49
490,FOODS,Hotdog,49
490,FOODS,Chip,49
490,FOODS,Soup,49
490,FOODS,Pasta,49
490,FOODS,Noodle,49
490,FOODS,Spaghetti,49
490,FOODS,Pepper,49
490,FOODS,Egg,49
490,FOODS,Carrot,49
490,FOODS,Salad,49
490,FOODS,Cheese,49
490,FOODS,Cereal,49
490,FOODS,Sausage,49
490,FOODS,Bacon,49
490,FOODS,Waffle,49
490,FOODS,Sandwich,49
490,FOODS,Peanut,49
490,FOODS,Cashew,49
490,FOODS,Almond,49
490,FOODS,Sunflower Seed,49
490,FOODS,Onion,49
490,FOODS,Crouton,49
490,FOODS,Peanut Butter,49
491,FOODS,Salad,50
491,FOODS,Soup,50
491,FOODS,Vegetable,50
491,FOODS,Tomato,50
491,FOODS,Grape,50
491,FOODS,Carrot,50
491,FOODS,Water,50
491,FOODS,Hamburger,50
491,FOODS,Dessert,50
491,FOODS,Cake,50
491,FOODS,Ice-Cream,50
491,FOODS,Sandwich,50
491,FOODS,Turkey,50
491,FOODS,Bready,50
491,FOODS,Bread,50
491,FOODS,Ham,50
491,FOODS,Lettuce,50
491,FOODS,Onion,50
491,FOODS,Ketchup,50
491,FOODS,Fried,50
491,FOODS,Onion Ring,50
491,FOODS,Cucumber,50
491,FOODS,Sucker,50
491,FOODS,Candy,50
491,FOODS,Chocolate,50
491,FOODS,Nut,50
491,FOODS,Raisin,50
491,FOODS,Cereal,50
491,FOODS,Lucky Charm,50
491,FOODS,Marshmallow,50
491,FOODS,Sugar,50
491,FOODS,Yogurt,50
491,FOODS,Potato,50
491,FOODS,Mashed Potato,50
491,FOODS,Pepper,50
491,FOODS,Green Pepper,50
491,FOODS,Banana,50
491,FOODS,Apple,50
491,FOODS,Grape,50
491,FOODS,Jalapeno,50
491,FOODS,Spice,50
492,FOODS,Pizza,51
492,FOODS,Burger,51
492,FOODS,Steak,51
492,FOODS,Rib,51
492,FOODS,Corn,51
492,FOODS,Bean,51
492,FOODS,Taco,51
492,FOODS,French-Fry,51
492,FOODS,Chicken,51
492,FOODS,Chicken Nugget,51
492,FOODS,Snicker,51
492,FOODS,Candy Bar,51
492,FOODS,Orange,51
492,FOODS,Apple,51
492,FOODS,Pear,51
492,FOODS,Peach,51
492,FOODS,Carrot,51
492,FOODS,Tomato,51
492,FOODS,Potato,51
492,FOODS,Salary,51
492,FOODS,Celery,51
492,FOODS,Onion,51
492,FOODS,Pasta,51
492,FOODS,Mashed Potato,51
492,FOODS,Bacon,51
492,FOODS,Egg,51
492,FOODS,French Toast,51
492,FOODS,Ham,51
492,FOODS,Turkey,51
492,FOODS,Cornbread,51
492,FOODS,Honeydew Melon,51
492,FOODS,Cantaloupe,51
492,FOODS,Minimuffin,51
492,FOODS,Wheat Bread,51
492,FOODS,Fish,51
492,FOODS,Chip,51
492,FOODS,Sausage,51
494,FOODS,Carrot,52
494,FOODS,Pizza,52
494,FOODS,Celery,52
494,FOODS,Yogurt,52
494,FOODS,Bread,52
494,FOODS,Lemon,52
494,FOODS,Apple,52
494,FOODS,Chicken,52
494,FOODS,Apple,52
494,FOODS,Banana,52
494,FOODS,Grape,52
494,FOODS,Cereal,52
494,FOODS,Bagel,52
494,FOODS,Spaghetti,52
494,FOODS,Bean,52
494,FOODS,Hamburger,52
494,FOODS,Hotdog,52
494,FOODS,Bratwurst,52
494,FOODS,Apple Chip,52
494,FOODS,Goldfish Cracker,52
494,FOODS,Graham Cracker,52
494,FOODS,Turkey,52
494,FOODS,Ham,52
494,FOODS,Salami,52
494,FOODS,Cheese,52
494,FOODS,String Cheese,52
494,FOODS,Potato Chip,52
494,FOODS,Salsa,52
494,FOODS,Burrito,52
494,FOODS,Rice,52
494,FOODS,Tomato,52
494,FOODS,Fruit Snack,52
494,FOODS,Pear,52
494,FOODS,Strawberry,52
494,FOODS,Blueberry,52
494,FOODS,Granola,52
494,FOODS,Popcorn,52
494,FOODS,Cake,52
494,FOODS,Pie,52
494,FOODS,Cupcake,52
494,FOODS,Cookie,52
494,FOODS,Brownie,52
494,FOODS,Twix,52
494,FOODS,Cheerio,52
494,FOODS,Granola,52
494,FOODS,Green Pepper,52
494,FOODS,Red Pepper,52
495,FOODS,Fruit,53
495,FOODS,Vegetable,53
495,FOODS,Hamburger,53
495,FOODS,Fries,53
495,FOODS,Salad,53
495,FOODS,Pizza,53
495,FOODS,Stromboli,53
495,FOODS,Banana,53
495,FOODS,Chinese,53
495,FOODS,Italian,53
495,FOODS,Japanese,53
495,FOODS,Greek,53
495,FOODS,Mexican,53
495,FOODS,Burrito,53
495,FOODS,Sweet,53
495,FOODS,Candy,53
495,FOODS,Chocolate,53
495,FOODS,Milk,53
495,FOODS,Protein,53
495,FOODS,Spaghetti,53
495,FOODS,Onion,53
495,FOODS,Sub,53
495,FOODS,Sandwich,53
495,FOODS,Tofu,53
495,FOODS,Seafood,53
495,FOODS,Junk Food,53
495,FOODS,Wendys,53
495,FOODS,Chipotle,53
495,FOODS,Chicken,53
495,FOODS,Turkey,53
496,FOODS,Pizza,54
496,FOODS,Chip,54
496,FOODS,Ravioli,54
496,FOODS,Spaghetti,54
496,FOODS,Cheeseburger,54
496,FOODS,French-Fry,54
496,FOODS,Fish,54
496,FOODS,Deer Meat,54
496,FOODS,Pork,54
496,FOODS,Hotdog,54
496,FOODS,Apple-Pie,54
496,FOODS,German Chocolate Cake,54
496,FOODS,Sushi,54
496,FOODS,Cracker,54
496,FOODS,Soup,54
496,FOODS,Jello,54
496,FOODS,Steak,54
496,FOODS,Rib,54
496,FOODS,Ribeye,54
496,FOODS,Onion Ring,54
496,FOODS,Roast Beef,54
496,FOODS,Stromboli,54
496,FOODS,Taco,54
497,FOODS,Pizza Ice Cream,55
497,FOODS,Hamburger,55
497,FOODS,Salad,55
497,FOODS,Cereal,55
497,FOODS,Biscuit,55
497,FOODS,Fruit,55
497,FOODS,Oatmeal,55
497,FOODS,Steak,55
497,FOODS,Shrimp Lobster,55
497,FOODS,Oyster,55
497,FOODS,Clam,55
497,FOODS,Fish,55
497,FOODS,Donut,55
497,FOODS,Sausage,55
497,FOODS,Bacon,55
497,FOODS,Chicken,55
497,FOODS,Scallion,55
497,FOODS,Banana,55
497,FOODS,Potato,55
497,FOODS,Wing,55
497,FOODS,Egg,55
497,FOODS,Hashbrown,55
497,FOODS,Spaghetti,55
497,FOODS,Meatball,55
497,FOODS,Beef Patty,55
497,FOODS,Taco,55
497,FOODS,Quesadilla,55
497,FOODS,Plantain,55
497,FOODS,Rice,55
497,FOODS,Bean,55
497,FOODS,Yucca,55
497,FOODS,Bbq,55
497,FOODS,Pork,55
497,FOODS,Broccoli,55
497,FOODS,Apple,55
497,FOODS,Honeydew,55
498,FOODS,Hotdog,56
498,FOODS,Hamburger,56
498,FOODS,Chicken,56
498,FOODS,Pasta,56
498,FOODS,Cereal,56
498,FOODS,Fish,56
498,FOODS,Pie,56
498,FOODS,Cake,56
498,FOODS,Turkey,56
498,FOODS,Stuffing,56
498,FOODS,Broccoli,56
498,FOODS,Celery,56
498,FOODS,Lettuce,56
498,FOODS,Tomato,56
498,FOODS,Onion,56
498,FOODS,Cucumber,56
498,FOODS,Pickle,56
498,FOODS,Hummus,56
498,FOODS,Pita Bread,56
498,FOODS,Toast,56
498,FOODS,Cheese,56
498,FOODS,Swiss,56
498,FOODS,Provolone Cheese,56
498,FOODS,Pizza,56
498,FOODS,Meatball,56
498,FOODS,Pepperoni,56
498,FOODS,Cookie,56
498,FOODS,M And M'S,56
498,FOODS,Dingle Doodle,56
498,FOODS,Oatmeal,56
498,FOODS,Orange Juice,56
498,FOODS,Wing,56
575,FOODS,Steak,57
575,FOODS,Pizza,57
575,FOODS,Chip,57
575,FOODS,Salsa,57
575,FOODS,Burger,57
575,FOODS,Cheeseburger,57
575,FOODS,Hotdog,57
575,FOODS,Chili,57
575,FOODS,Tomato Soup,57
575,FOODS,Chicken Noodle Soup,57
575,FOODS,Fish,57
575,FOODS,Lamb,57
575,FOODS,Ham,57
575,FOODS,Turkey,57
575,FOODS,Potato,57
575,FOODS,Coleslaw,57
575,FOODS,Tomato,57
575,FOODS,Spinach,57
575,FOODS,Pie,57
575,FOODS,Cake,57
575,FOODS,Peanut Butter,57
575,FOODS,Jelly,57
575,FOODS,Toast,57
575,FOODS,Bread,57
575,FOODS,Corn,57
575,FOODS,Bean,57
575,FOODS,Noodle,57
575,FOODS,Pretzel,57
575,FOODS,Chip Dip,57
575,FOODS,Roast Beef,57
576,FOODS,Pizza,58
576,FOODS,Breadstick,58
576,FOODS,Pasta,58
576,FOODS,Fettucine,58
576,FOODS,Tomato,58
576,FOODS,Cheese,58
576,FOODS,Bread,58
576,FOODS,Wheat,58
576,FOODS,Salad,58
576,FOODS,Pita,58
576,FOODS,Hummus,58
576,FOODS,Carrot,58
576,FOODS,Rice,58
576,FOODS,Chicken,58
576,FOODS,Crab,58
576,FOODS,Lobster,58
576,FOODS,Fish,58
576,FOODS,Salmon,58
576,FOODS,Tilapia,58
576,FOODS,Beef Stroganoff,58
576,FOODS,Cake,58
576,FOODS,Cupcake,58
576,FOODS,Candy,58
576,FOODS,Jolly Rancher,58
576,FOODS,Chicken Sandwich,58
576,FOODS,Cheeseburger,58
576,FOODS,Hamburger,58
576,FOODS,Sausage,58
576,FOODS,Ham,58
576,FOODS,Bacon,58
576,FOODS,Turkey,58
576,FOODS,Honey Mustard,58
576,FOODS,Orange,58
576,FOODS,Apple,58
576,FOODS,Banana,58
576,FOODS,Date,58
576,FOODS,Currant,58
576,FOODS,Lettuce,58
576,FOODS,Spinach,58
576,FOODS,Bleu Cheese,58
576,FOODS,Vinaigrette,58
576,FOODS,Basil,58
576,FOODS,Oregano,58
576,FOODS,Sandwich,58
576,FOODS,Submarine Sandwich,58
576,FOODS,Meatball,58
576,FOODS,Potato,58
576,FOODS,Breakfast Burrito,58
576,FOODS,Chicken Nugget,58
576,FOODS,Taco,58
576,FOODS,Chalupa,58
576,FOODS,Stix With Cheese,58
576,FOODS,Barbeque Sauce,58
576,FOODS,Shepherds Pie,58
576,FOODS,Crab Rangoon,58
576,FOODS,Chicken Fried Rice,58
576,FOODS,Orange Chicken,58
576,FOODS,General Tso'S Chicken,58
576,FOODS,Sweet And Sour Chicken,58
576,FOODS,Beef Stew,58
576,FOODS,The Baconator,58
577,FOODS,Bread,59
577,FOODS,Pizza,59
577,FOODS,Cinnamon Roll,59
577,FOODS,Eggroll,59
577,FOODS,Steak,59
577,FOODS,Mashed Potato,59
577,FOODS,Scalloped Potato,59
577,FOODS,Fried Potato,59
577,FOODS,Baked Potato,59
577,FOODS,French-Fry,59
577,FOODS,Hamburger,59
577,FOODS,Spaghetti,59
577,FOODS,Ravioli,59
577,FOODS,Chicken,59
577,FOODS,Muffin,59
577,FOODS,French Toast,59
577,FOODS,Pig In A Blanket,59
577,FOODS,Cheese,59
577,FOODS,Sandwich,59
577,FOODS,Burrito,59
577,FOODS,Nachos,59
577,FOODS,Salad,59
577,FOODS,Ham,59
577,FOODS,Turkey,59
577,FOODS,Roast Beef,59
577,FOODS,Yogurt,59
577,FOODS,Ice-Cream,59
577,FOODS,Cake,59
577,FOODS,Pudding,59
577,FOODS,Taco,59
577,FOODS,Fish,59
577,FOODS,Pork,59
577,FOODS,Corn,59
577,FOODS,Green Bean,59
577,FOODS,Pea,59
577,FOODS,Carrot,59
577,FOODS,Broccoli,59
577,FOODS,Cauliflower,59
577,FOODS,Cabbage,59
577,FOODS,Cranberry,59
577,FOODS,Orange,59
577,FOODS,Strawberry,59
577,FOODS,Watermelon,59
577,FOODS,Cantaloupe,59
577,FOODS,Honeydew,59
577,FOODS,Blueberry,59
577,FOODS,Blackberry,59
577,FOODS,Cherry,59
577,FOODS,Pickle,59
577,FOODS,Hotdog,59
578,FOODS,Apple,60
578,FOODS,Banana,60
578,FOODS,Pasta,60
578,FOODS,Salad,60
578,FOODS,Wrap,60
578,FOODS,Grape,60
578,FOODS,Chicken,60
578,FOODS,Noodle,60
578,FOODS,Lasagna,60
578,FOODS,Turkey,60
578,FOODS,Beef,60
578,FOODS,Bacon,60
578,FOODS,Sausage,60
578,FOODS,Cheese,60
578,FOODS,Bread,60
578,FOODS,Celery,60
578,FOODS,Orange,60
578,FOODS,Grape,60
578,FOODS,Pizza,60
578,FOODS,Macaroni,60
578,FOODS,Breadstick,60
578,FOODS,Tofu,60
578,FOODS,Spinach,60
578,FOODS,Bean,60
578,FOODS,Potato,60
578,FOODS,Fish,60
578,FOODS,Granola,60
578,FOODS,Cracker,60
578,FOODS,Chip,60
578,FOODS,Salsa,60
578,FOODS,Onion,60
578,FOODS,Broccoli,60
578,FOODS,Lima Bean,60
578,FOODS,Brussels Sprout,60
578,FOODS,Cauliflower,60
578,FOODS,Egg,60
578,FOODS,Ham,60
578,FOODS,Pork,60
578,FOODS,Cookie,60
578,FOODS,Cake,60
578,FOODS,Gummi Bear,60
578,FOODS,Ice-Cream,60
578,FOODS,Doughnut,60
578,FOODS,Strudel,60
579,FOODS,Burger,61
579,FOODS,Sandwich,61
579,FOODS,Fries,61
579,FOODS,Chip,61
579,FOODS,Candy,61
579,FOODS,Salad,61
579,FOODS,Chicken,61
579,FOODS,Beef,61
579,FOODS,Bread,61
579,FOODS,Tomato,61
579,FOODS,Carrot,61
579,FOODS,Cucumber,61
579,FOODS,Apple,61
579,FOODS,Banana,61
579,FOODS,Celery,61
579,FOODS,Lettuce,61
579,FOODS,Ice-Cream,61
579,FOODS,Peanut,61
579,FOODS,Pea,61
579,FOODS,Nut,61
579,FOODS,Pizza,61
579,FOODS,Turkey,61
579,FOODS,Potato,61
579,FOODS,Noodle,61
579,FOODS,Pasta,61
579,FOODS,Strawberry,61
579,FOODS,Blueberry,61
579,FOODS,Orange,61
579,FOODS,Grapefruit,61
579,FOODS,Mustard,61
579,FOODS,Macaroni,61
579,FOODS,Muffin,61
579,FOODS,Bagel,61
579,FOODS,Cupcake,61
579,FOODS,Cookie,61
579,FOODS,Cereal,61
579,FOODS,Soup,61
580,FOODS,Italian,62
580,FOODS,Pasta,62
580,FOODS,Pizza,62
580,FOODS,Salad,62
580,FOODS,Bread,62
580,FOODS,Pea,62
580,FOODS,Carrot,62
580,FOODS,Broccoli,62
580,FOODS,Celery,62
580,FOODS,Peanut,62
580,FOODS,Peanut Butter,62
580,FOODS,Candy,62
580,FOODS,Chocolate,62
580,FOODS,Rice,62
580,FOODS,Burrito,62
580,FOODS,Quesadilla,62
580,FOODS,Chip,62
580,FOODS,Cereal,62
580,FOODS,Ice-Cream,62
580,FOODS,Strawberry,62
580,FOODS,Grape,62
580,FOODS,Peach,62
580,FOODS,Apple,62
580,FOODS,Banana,62
580,FOODS,Sushi,62
580,FOODS,Tuna,62
580,FOODS,Salmon,62
580,FOODS,Lobster,62
