subject,domain,response_number,participant_response,response_onset_time,IRT,participant_designated_switch,dataset,checked_words
50036,animals,40,red_panda,72.2703,1.1,0,LEA,red panda
50036,animals,41,panda,73.0703,0.8,0,LEA,panda
50036,animals,42,tiger,75.1703,2.1,1,LEA,tiger
50036,animals,43,panther,78.0703,2.9,0,LEA,panther
50036,animals,44,jaguar,80.3703,2.3,0,LEA,jaguar
50036,animals,45,lynx,84.6703,4.3,0,LEA,lynx
50036,animals,46,puma,86.2703,1.6,0,LEA,puma
50036,animals,47,ox,89.6703,3.4,1,LEA,ox
50036,animals,48,wildebeest,93.0703,3.4,0,LEA,wildebeest
50036,animals,49,bison,93.6703,0.6,0,LEA,bison
50036,animals,50,lizard,97.4703,3.8,1,LEA,lizard
50036,animals,51,snake,98.2703,0.8,1,LEA,snake
50036,animals,52,cobra,99.0703,0.8,0,LEA,cobra
50036,animals,53,python,100.9703,1.9,0,LEA,python
50036,animals,54,asp,101.7703,0.8,0,LEA,asp
50036,animals,55,boa_constrictor,102.6703,0.9,0,LEA,boa constrictor
50036,animals,56,grass_snake,108.2703,5.6,0,LEA,grass snake
50036,animals,57,frog,115.7703,7.5,1,LEA,frog
50036,animals,58,toad,116.9703,1.2,0,LEA,toad
50036,animals,59,flea,120.2703,3.3,1,LEA,flea
50036,animals,60,lice,123.7703,3.5,0,LEA,lice
50036,animals,61,louse,124.8703,1.1,0,LEA,louse
50036,animals,62,mouse,129.5703,4.7,1,LEA,mouse
50036,animals,63,rat,131.5703,2,0,LEA,rat
50036,animals,64,guinea_pig,133.8703,2.3,0,LEA,guinea pig
50036,animals,65,rabbit,136.3703,2.5,0,LEA,rabbit
50036,animals,66,hare,138.7703,2.4,0,LEA,hare
50036,animals,67,fox,142.6703,3.9,1,LEA,fox
50036,animals,68,wolf,143.5703,0.9,1,LEA,wolf
50036,animals,69,aardvark,147.6703,4.1,1,LEA,aardvark
50036,animals,70,aardwolf,149.6703,2,0,LEA,aardwolf
50036,animals,71,wild_dog,152.6703,3,0,LEA,wild dog
50036,animals,72,hyena,156.5703,3.9,0,LEA,hyena
50036,animals,73,elephant,160.6703,4.1,1,LEA,elephant
50036,animals,74,vulture,169.3703,8.7,1,LEA,vulture
50036,animals,75,raptor,173.3703,4,1,LEA,raptor
50036,animals,76,dinosaur,174.5703,1.2,0,LEA,dinosaur
50036,animals,77,fish,177.4703,2.9,1,LEA,fish
50036,animals,78,dolphin,178.1703,0.7,0,LEA,dolphin
50036,animals,79,whale,178.8703,0.7,0,LEA,whale
198,ANIMALS,,Dog,1.117647059,,NA,HJT,Dog
198,ANIMALS,,Cat,2.176470588,,NA,HJT,Cat
198,ANIMALS,,Mouse,6.176470588,,NA,HJT,Mouse
198,ANIMALS,,Tiger,16.17647059,,NA,HJT,Tiger
198,ANIMALS,,Lion,19.64705882,,NA,HJT,Lion
198,ANIMALS,,Bear,20.64705882,,NA,HJT,Bear
198,ANIMALS,,Cheetah,25.23529412,,NA,HJT,Cheetah
198,ANIMALS,,Skunk,38.17647059,,NA,HJT,Skunk
198,ANIMALS,,Raccoon,39.23529412,,NA,HJT,Raccoon
198,ANIMALS,,Hamster,50.76470588,,NA,HJT,Hamster
198,ANIMALS,,Elephant,53.76470588,,NA,HJT,Elephant
198,ANIMALS,,Hippo,57.17647059,,NA,HJT,Hippo
198,ANIMALS,,Alligator,61.29411765,,NA,HJT,Alligator
198,ANIMALS,,Crocodile,65.29411765,,NA,HJT,Crocodile
198,ANIMALS,,Boa Constrictor,70.94117647,,NA,HJT,Boa Constrictor
198,ANIMALS,,Viper,77.70588235,,NA,HJT,Viper
198,ANIMALS,,Rattlesnake,80.35294118,,NA,HJT,Rattlesnake
198,ANIMALS,,Opossum,110.2352941,,NA,HJT,Opossum
198,ANIMALS,,Fox,120.1176471,,NA,HJT,Fox
198,ANIMALS,,Deer,121.6470588,,NA,HJT,Deer
198,ANIMALS,,Bobcat,129.7058824,,NA,HJT,Bobcat
198,ANIMALS,,Bird,146.6470588,,NA,HJT,Bird
198,ANIMALS,,Beaver,159.7058824,,NA,HJT,Beaver
198,ANIMALS,,Groundhog,163.2941176,,NA,HJT,Groundhog
198,ANIMALS,,Hyena,205.1764706,,NA,HJT,Hyena
285,ANIMALS,,Deer,2.308823529,,NA,HJT,Deer
285,ANIMALS,,Squirrel,5.955882353,,NA,HJT,Squirrel
285,ANIMALS,,Rabbit,8.632352941,,NA,HJT,Rabbit
285,ANIMALS,,Elk,12.64705882,,NA,HJT,Elk
285,ANIMALS,,Moose,13.97058824,,NA,HJT,Moose
285,ANIMALS,,Mule Deer,16.61764706,,NA,HJT,Mule Deer
285,ANIMALS,,Whitetail Deer,23.58823529,,NA,HJT,Whitetail Deer
285,ANIMALS,,Blacktail Deer,28.92647059,,NA,HJT,Blacktail Deer
285,ANIMALS,,Grizzly Bear,36.26470588,,NA,HJT,Grizzly Bear
285,ANIMALS,,Black Bear,39.27941176,,NA,HJT,Black Bear
285,ANIMALS,,Brown Bear,42.27941176,,NA,HJT,Brown Bear
285,ANIMALS,,Kodiak Bear,46.94117647,,NA,HJT,Kodiak Bear
285,ANIMALS,,Mountain Goat,52.60294118,,NA,HJT,Mountain Goat
285,ANIMALS,,Billy Goat,56.27941176,,NA,HJT,Billy Goat
285,ANIMALS,,Wolf,62.30882353,,NA,HJT,Wolf
285,ANIMALS,,Fox,65.64705882,,NA,HJT,Fox
285,ANIMALS,,Coyote,67.63235294,,NA,HJT,Coyote
285,ANIMALS,,Dog,71.30882353,,NA,HJT,Dog
285,ANIMALS,,Cat,73.30882353,,NA,HJT,Cat
285,ANIMALS,,Rat,75.30882353,,NA,HJT,Rat
285,ANIMALS,,Mouse,77.97058824,,NA,HJT,Mouse
285,ANIMALS,,Bird,80.30882353,,NA,HJT,Bird
285,ANIMALS,,Cardinal,82.95588235,,NA,HJT,Cardinal
285,ANIMALS,,Blue Jay,84.95588235,,NA,HJT,Blue Jay
285,ANIMALS,,Robin,88.97058824,,NA,HJT,Robin
285,ANIMALS,,Black Bird,89.27941176,,NA,HJT,Black Bird
285,ANIMALS,,Crow,93.30882353,,NA,HJT,Crow
285,ANIMALS,,Turkey,96.63235294,,NA,HJT,Turkey
285,ANIMALS,,Vulture,114.6323529,,NA,HJT,Vulture
285,ANIMALS,,Eagle,117.9705882,,NA,HJT,Eagle
285,ANIMALS,,Hawk,121.3088235,,NA,HJT,Hawk
285,ANIMALS,,Mountain Lion,150.6029412,,NA,HJT,Mountain Lion
285,ANIMALS,,Elephant,154.9558824,,NA,HJT,Elephant
285,ANIMALS,,Giraffe,164.6323529,,NA,HJT,Giraffe
285,ANIMALS,,Lion,169.3088235,,NA,HJT,Lion
285,ANIMALS,,Tiger,170.6323529,,NA,HJT,Tiger
285,ANIMALS,,Zebra,175.9705882,,NA,HJT,Zebra
285,ANIMALS,,Antelope,180.9558824,,NA,HJT,Antelope
288,ANIMALS,,Cheetah,3.294117647,,NA,HJT,Cheetah
288,ANIMALS,,Lion,6.308823529,,NA,HJT,Lion
288,ANIMALS,,Deer,7.308823529,,NA,HJT,Deer
288,ANIMALS,,Parrot,10.63235294,,NA,HJT,Parrot
288,ANIMALS,,Guinea Pig,13.27941176,,NA,HJT,Guinea Pig
288,ANIMALS,,Hamster,15.95588235,,NA,HJT,Hamster
288,ANIMALS,,Squirrel,17.95588235,,NA,HJT,Squirrel
288,ANIMALS,,Chipmunk,21.95588235,,NA,HJT,Chipmunk
288,ANIMALS,,Dove,27.30882353,,NA,HJT,Dove
288,ANIMALS,,Alligator,28.61764706,,NA,HJT,Alligator
288,ANIMALS,,Preying Mantis,30.92647059,,NA,HJT,Preying Mantis
288,ANIMALS,,Toucan,36.97058824,,NA,HJT,Toucan
288,ANIMALS,,Owl,39.64705882,,NA,HJT,Owl
288,ANIMALS,,Pigeon,43.29411765,,NA,HJT,Pigeon
288,ANIMALS,,Giraffe,48.95588235,,NA,HJT,Giraffe
288,ANIMALS,,Hawk,59.30882353,,NA,HJT,Hawk
288,ANIMALS,,Tiger,69.97058824,,NA,HJT,Tiger
288,ANIMALS,,Elephant,70.61764706,,NA,HJT,Elephant
288,ANIMALS,,Rat,76.64705882,,NA,HJT,Rat
288,ANIMALS,,Mouse,78.97058824,,NA,HJT,Mouse
288,ANIMALS,,Bear,85.30882353,,NA,HJT,Bear
288,ANIMALS,,Deer,86.30882353,,NA,HJT,Deer
288,ANIMALS,,Moose,86.97058824,,NA,HJT,Moose
288,ANIMALS,,Beaver,90.63235294,,NA,HJT,Beaver
288,ANIMALS,,Dog,94.64705882,,NA,HJT,Dog
288,ANIMALS,,Cat,95.64705882,,NA,HJT,Cat
288,ANIMALS,,Iguana,100.6323529,,NA,HJT,Iguana
288,ANIMALS,,Ferret,103.6323529,,NA,HJT,Ferret
288,ANIMALS,,Pig,108.6470588,,NA,HJT,Pig
288,ANIMALS,,Chicken,109.2941176,,NA,HJT,Chicken
288,ANIMALS,,Rooster,112.9558824,,NA,HJT,Rooster
288,ANIMALS,,Cow,115.6470588,,NA,HJT,Cow
288,ANIMALS,,Lama,117.3088235,,NA,HJT,Lama
288,ANIMALS,,Rabbit,125.6323529,,NA,HJT,Rabbit
288,ANIMALS,,Gazelle,135.2941176,,NA,HJT,Gazelle
288,ANIMALS,,Antelope,136.9558824,,NA,HJT,Antelope
288,ANIMALS,,Snake,146.9705882,,NA,HJT,Snake
288,ANIMALS,,Salamander,149.2794118,,NA,HJT,Salamander
288,ANIMALS,,Newt,152.3088235,,NA,HJT,Newt
288,ANIMALS,,Ant,153.6470588,,NA,HJT,Ant
288,ANIMALS,,Flies,155.9705882,,NA,HJT,Flies
288,ANIMALS,,Gnat,160.6470588,,NA,HJT,Gnat
288,ANIMALS,,Mosquito,160.9558824,,NA,HJT,Mosquito
288,ANIMALS,,Bees,165.3088235,,NA,HJT,Bees
288,ANIMALS,,Lady Bugs,166.6176471,,NA,HJT,Lady Bugs
288,ANIMALS,,Aardvark,174.2941176,,NA,HJT,Aardvark
288,ANIMALS,,Ant Eater,176.6176471,,NA,HJT,Ant Eater
297,ANIMALS,,Dog,-0.117647059,,NA,HJT,Dog
297,ANIMALS,,Cat,1.882352941,,NA,HJT,Cat
297,ANIMALS,,Fish,2.602941176,,NA,HJT,Fish
297,ANIMALS,,Monkey,5.044117647,,NA,HJT,Monkey
297,ANIMALS,,Cow,6.882352941,,NA,HJT,Cow
297,ANIMALS,,Hippo,8.323529412,,NA,HJT,Hippo
297,ANIMALS,,Pigs,10.60294118,,NA,HJT,Pigs
297,ANIMALS,,Hogs,12.60294118,,NA,HJT,Hogs
297,ANIMALS,,Squirrel,18.48529412,,NA,HJT,Squirrel
297,ANIMALS,,Flying Squirrel,20.52941176,,NA,HJT,Flying Squirrel
297,ANIMALS,,Dolphin,30.76470588,,NA,HJT,Dolphin
297,ANIMALS,,Sand Dollar,30.64705882,,NA,HJT,Sand Dollar
297,ANIMALS,,Snakes,35.04411765,,NA,HJT,Snakes
297,ANIMALS,,Snails,36.04411765,,NA,HJT,Snails
297,ANIMALS,,Slugs,37.32352941,,NA,HJT,Slugs
297,ANIMALS,,Raccoons,39.20588235,,NA,HJT,Raccoons
297,ANIMALS,,Chipmunks,41.20588235,,NA,HJT,Chipmunks
297,ANIMALS,,Skunks,44.04411765,,NA,HJT,Skunks
297,ANIMALS,,Kangaroos,46.20588235,,NA,HJT,Kangaroos
297,ANIMALS,,Koala Bears,52.64705882,,NA,HJT,Koala Bears
297,ANIMALS,,Ferret,62.04411765,,NA,HJT,Ferret
297,ANIMALS,,Tiger,70.32352941,,NA,HJT,Tiger
297,ANIMALS,,Lion,72.32352941,,NA,HJT,Lion
297,ANIMALS,,Bear,74.32352941,,NA,HJT,Bear
297,ANIMALS,,Cheetah,77.76470588,,NA,HJT,Cheetah
297,ANIMALS,,Polar Bear,80.92647059,,NA,HJT,Polar Bear
297,ANIMALS,,Brown Bear,84.92647059,,NA,HJT,Brown Bear
297,ANIMALS,,Jack Rabbit,110.6470588,,NA,HJT,Jack Rabbit
297,ANIMALS,,Rabbit,113.7647059,,NA,HJT,Rabbit
297,ANIMALS,,Bunny,115.3235294,,NA,HJT,Bunny
297,ANIMALS,,Penguin,118.7647059,,NA,HJT,Penguin
297,ANIMALS,,Iguana,123.0441176,,NA,HJT,Iguana
297,ANIMALS,,Lizard,124.0441176,,NA,HJT,Lizard
297,ANIMALS,,Mosquito,125.2058824,,NA,HJT,Mosquito
297,ANIMALS,,Bee,128.8823529,,NA,HJT,Bee
297,ANIMALS,,Yellow Jacket,130.0882353,,NA,HJT,Yellow Jacket
297,ANIMALS,,Ant,135.8823529,,NA,HJT,Ant
297,ANIMALS,,Rattle Snake,140.3676471,,NA,HJT,Rattle Snake
297,ANIMALS,,Ostrich,143.7647059,,NA,HJT,Ostrich
297,ANIMALS,,Lemur,150.3235294,,NA,HJT,Lemur
297,ANIMALS,,Emu,156.8823529,,NA,HJT,Emu
297,ANIMALS,,Shark,159.3235294,,NA,HJT,Shark
297,ANIMALS,,Clownfish,160.2058824,,NA,HJT,Clownfish
297,ANIMALS,,Catfish,163.7647059,,NA,HJT,Catfish
297,ANIMALS,,Tarantula,167.2058824,,NA,HJT,Tarantula
297,ANIMALS,,Spider,170.0441176,,NA,HJT,Spider
297,ANIMALS,,Turtle,176.0441176,,NA,HJT,Turtle
297,ANIMALS,,Parakeet,177.4852941,,NA,HJT,Parakeet
386,ANIMALS,,Deer,2.647058824,,NA,HJT,Deer
386,ANIMALS,,Bear,4.647058824,,NA,HJT,Bear
386,ANIMALS,,Dog,7.117647059,,NA,HJT,Dog
386,ANIMALS,,Cat,9.117647059,,NA,HJT,Cat
386,ANIMALS,,Pigeon,10.17647059,,NA,HJT,Pigeon
386,ANIMALS,,Bird,19.64705882,,NA,HJT,Bird
386,ANIMALS,,Hamster,23.23529412,,NA,HJT,Hamster
386,ANIMALS,,Guinea Pig,39.82352941,,NA,HJT,Guinea Pig
386,ANIMALS,,Turtle,45.70588235,,NA,HJT,Turtle
386,ANIMALS,,Frog,49.64705882,,NA,HJT,Frog
386,ANIMALS,,Worm,52.64705882,,NA,HJT,Worm
386,ANIMALS,,Fish,59.64705882,,NA,HJT,Fish
386,ANIMALS,,Trout,63.17647059,,NA,HJT,Trout
386,ANIMALS,,Sheep,70.17647059,,NA,HJT,Sheep
386,ANIMALS,,Goat,73.64705882,,NA,HJT,Goat
386,ANIMALS,,Donkey,75.70588235,,NA,HJT,Donkey
386,ANIMALS,,Horse,78.17647059,,NA,HJT,Horse
386,ANIMALS,,Cow,85.11764706,,NA,HJT,Cow
386,ANIMALS,,Ostrich,92.23529412,,NA,HJT,Ostrich
386,ANIMALS,,Peacock,97.23529412,,NA,HJT,Peacock
386,ANIMALS,,Ground Hog,107.8235294,,NA,HJT,Ground Hog
386,ANIMALS,,Prairie Dog,117.8235294,,NA,HJT,Prairie Dog
386,ANIMALS,,Bison,133.1764706,,NA,HJT,Bison
386,ANIMALS,,Buffalo,135.2352941,,NA,HJT,Buffalo
386,ANIMALS,,Giraffe,139.2352941,,NA,HJT,Giraffe
386,ANIMALS,,Zebra,144.1764706,,NA,HJT,Zebra
386,ANIMALS,,Elephant,146.7647059,,NA,HJT,Elephant
386,ANIMALS,,Monkey,151.7058824,,NA,HJT,Monkey
386,ANIMALS,,Alligator,154.7647059,,NA,HJT,Alligator
386,ANIMALS,,Crocodile,158.2941176,,NA,HJT,Crocodile
386,ANIMALS,,Snake,166.1764706,,NA,HJT,Snake
386,ANIMALS,,Spider,168.7058824,,NA,HJT,Spider
386,ANIMALS,,Mice,171.6470588,,NA,HJT,Mice
386,ANIMALS,,Rat,174.1176471,,NA,HJT,Rat
386,ANIMALS,,Bat,182.1176471,,NA,HJT,Bat
391,ANIMALS,,Dog,2.588235294,,NA,HJT,Dog
391,ANIMALS,,Cat,4.588235294,,NA,HJT,Cat
391,ANIMALS,,Bird,6.235294118,,NA,HJT,Bird
391,ANIMALS,,Lion,9.235294118,,NA,HJT,Lion
391,ANIMALS,,Tiger,10.88235294,,NA,HJT,Tiger
391,ANIMALS,,Monkey,12.52941176,,NA,HJT,Monkey
391,ANIMALS,,Ape,16.58823529,,NA,HJT,Ape
391,ANIMALS,,Wolf,18.23529412,,NA,HJT,Wolf
391,ANIMALS,,Deer,20.23529412,,NA,HJT,Deer
391,ANIMALS,,Squirrel,22.82352941,,NA,HJT,Squirrel
391,ANIMALS,,Chipmunk,25.82352941,,NA,HJT,Chipmunk
391,ANIMALS,,Bear,51.23529412,,NA,HJT,Bear
391,ANIMALS,,Zebra,59.88235294,,NA,HJT,Zebra
391,ANIMALS,,Giraffe,62.17647059,,NA,HJT,Giraffe
391,ANIMALS,,Alligator,66.47058824,,NA,HJT,Alligator
391,ANIMALS,,Crocodile,70.47058824,,NA,HJT,Crocodile
391,ANIMALS,,Cheetah,94.17647059,,NA,HJT,Cheetah
391,ANIMALS,,Jaguar,99.52941176,,NA,HJT,Jaguar
391,ANIMALS,,Cougar,104.5294118,,NA,HJT,Cougar
391,ANIMALS,,Cayote,109.5294118,,NA,HJT,Cayote
391,ANIMALS,,Snake,138.8823529,,NA,HJT,Snake
391,ANIMALS,,Lizard,142.5294118,,NA,HJT,Lizard
391,ANIMALS,,Hippopotamus,162.4117647,,NA,HJT,Hippopotamus
391,ANIMALS,,Rhinoceros,174.7647059,,NA,HJT,Rhinoceros
393,ANIMALS,,Bears,2.147058824,,NA,HJT,Bears
393,ANIMALS,,Cat,3.838235294,,NA,HJT,Cat
393,ANIMALS,,Dogs,5.147058824,,NA,HJT,Dogs
393,ANIMALS,,Tiger,7.147058824,,NA,HJT,Tiger
393,ANIMALS,,Lion,9.147058824,,NA,HJT,Lion
393,ANIMALS,,Monkey,10.52941176,,NA,HJT,Monkey
393,ANIMALS,,Giraffe,12.22058824,,NA,HJT,Giraffe
393,ANIMALS,,Elephant,15.22058824,,NA,HJT,Elephant
393,ANIMALS,,Turtle,17.83823529,,NA,HJT,Turtle
393,ANIMALS,,Fox,19.76470588,,NA,HJT,Fox
393,ANIMALS,,Squirrel,21.22058824,,NA,HJT,Squirrel
393,ANIMALS,,Chipmunk,25.22058824,,NA,HJT,Chipmunk
393,ANIMALS,,Deer,33.45588235,,NA,HJT,Deer
393,ANIMALS,,Rabbit,37.83823529,,NA,HJT,Rabbit
393,ANIMALS,,Bird,42.45588235,,NA,HJT,Bird
393,ANIMALS,,Fish,45.45588235,,NA,HJT,Fish
393,ANIMALS,,Dolphin,53.52941176,,NA,HJT,Dolphin
393,ANIMALS,,Shark,55.83823529,,NA,HJT,Shark
393,ANIMALS,,Racoon,63.83823529,,NA,HJT,Racoon
393,ANIMALS,,Snake,77.14705882,,NA,HJT,Snake
393,ANIMALS,,Hippo,84.14705882,,NA,HJT,Hippo
393,ANIMALS,,Otter,87.14705882,,NA,HJT,Otter
393,ANIMALS,,Horse,112.1470588,,NA,HJT,Horse
393,ANIMALS,,Cow,116.7647059,,NA,HJT,Cow
393,ANIMALS,,Ground Hog,121.6029412,,NA,HJT,Ground Hog
393,ANIMALS,,Pig,124.7647059,,NA,HJT,Pig
393,ANIMALS,,Mouse,184.1470588,,NA,HJT,Mouse
475,ANIMALS,,Monkey,0.455882353,,NA,HJT,Monkey
475,ANIMALS,,Dog,2.117647059,,NA,HJT,Dog
475,ANIMALS,,Cat,3.117647059,,NA,HJT,Cat
475,ANIMALS,,Bird,3.897058824,,NA,HJT,Bird
475,ANIMALS,,Lion,5.897058824,,NA,HJT,Lion
475,ANIMALS,,Giraffe,7.235294118,,NA,HJT,Giraffe
475,ANIMALS,,Pig,10.11764706,,NA,HJT,Pig
475,ANIMALS,,Cow,11.11764706,,NA,HJT,Cow
475,ANIMALS,,Cat,12.11764706,,NA,HJT,Cat
475,ANIMALS,,Seagull,14.23529412,,NA,HJT,Seagull
475,ANIMALS,,Fish,17.89705882,,NA,HJT,Fish
475,ANIMALS,,Whale,20.67647059,,NA,HJT,Whale
475,ANIMALS,,Shark,22.45588235,,NA,HJT,Shark
475,ANIMALS,,Shark,24.67647059,,NA,HJT,Shark
475,ANIMALS,,Rat,28.11764706,,NA,HJT,Rat
475,ANIMALS,,Mouse,27.67647059,,NA,HJT,Mouse
475,ANIMALS,,Worm,30.89705882,,NA,HJT,Worm
475,ANIMALS,,Snake,35.67647059,,NA,HJT,Snake
475,ANIMALS,,Spider,37.45588235,,NA,HJT,Spider
475,ANIMALS,,Octopus,43.23529412,,NA,HJT,Octopus
475,ANIMALS,,Seal,50.89705882,,NA,HJT,Seal
475,ANIMALS,,Dolphin,53.23529412,,NA,HJT,Dolphin
475,ANIMALS,,Hawk,56.89705882,,NA,HJT,Hawk
475,ANIMALS,,Dinosaur,67.01470588,,NA,HJT,Dinosaur
475,ANIMALS,,Duck,77.89705882,,NA,HJT,Duck
475,ANIMALS,,Quail,82.67647059,,NA,HJT,Quail
475,ANIMALS,,Gerbil,88.45588235,,NA,HJT,Gerbil
475,ANIMALS,,Hamster,90.23529412,,NA,HJT,Hamster
475,ANIMALS,,Turtle,94.45588235,,NA,HJT,Turtle
475,ANIMALS,,Frog,95.89705882,,NA,HJT,Frog
475,ANIMALS,,Alligator,96.79411765,,NA,HJT,Alligator
475,ANIMALS,,Crocodile,98.57352941,,NA,HJT,Crocodile
475,ANIMALS,,Bear,114.8970588,,NA,HJT,Bear
475,ANIMALS,,Fox,117.1176471,,NA,HJT,Fox
475,ANIMALS,,Wolf,118.8970588,,NA,HJT,Wolf
475,ANIMALS,,Rabbit,121.4558824,,NA,HJT,Rabbit
475,ANIMALS,,Zebra,125.6764706,,NA,HJT,Zebra
475,ANIMALS,,Horse,134.6764706,,NA,HJT,Horse
475,ANIMALS,,Hyena,143.6764706,,NA,HJT,Hyena
475,ANIMALS,,Tiger,146.6764706,,NA,HJT,Tiger
475,ANIMALS,,Elephant,150.0147059,,NA,HJT,Elephant
475,ANIMALS,,Chicken,156.2352941,,NA,HJT,Chicken
475,ANIMALS,,Opossum,161.0147059,,NA,HJT,Opossum
475,ANIMALS,,Yak,173.1176471,,NA,HJT,Yak
475,ANIMALS,,Tarantula,179.7941176,,NA,HJT,Tarantula
479,ANIMALS,,Cat,0.705882353,,NA,HJT,Cat
479,ANIMALS,,Dog,2.705882353,,NA,HJT,Dog
479,ANIMALS,,Elephant,4.088235294,,NA,HJT,Elephant
479,ANIMALS,,Giraffe,6.411764706,,NA,HJT,Giraffe
479,ANIMALS,,Monkey,9.735294118,,NA,HJT,Monkey
479,ANIMALS,,Gorilla,12.41176471,,NA,HJT,Gorilla
479,ANIMALS,,Ape,14.70588235,,NA,HJT,Ape
479,ANIMALS,,Chimpanzee,16.44117647,,NA,HJT,Chimpanzee
479,ANIMALS,,Penguin,21.41176471,,NA,HJT,Penguin
479,ANIMALS,,Antelope,24.08823529,,NA,HJT,Antelope
479,ANIMALS,,Lion,28.05882353,,NA,HJT,Lion
479,ANIMALS,,Tiger,31.05882353,,NA,HJT,Tiger
479,ANIMALS,,Grizzly Bear,32.79411765,,NA,HJT,Grizzly Bear
479,ANIMALS,,Black Bear,37.44117647,,NA,HJT,Black Bear
479,ANIMALS,,Seal,41.38235294,,NA,HJT,Seal
479,ANIMALS,,Walrus,43.73529412,,NA,HJT,Walrus
479,ANIMALS,,Flamingo,49.08823529,,NA,HJT,Flamingo
479,ANIMALS,,Peacock,54.41176471,,NA,HJT,Peacock
479,ANIMALS,,Squirrel,58.08823529,,NA,HJT,Squirrel
479,ANIMALS,,Chipmunk,63.08823529,,NA,HJT,Chipmunk
479,ANIMALS,,Fish,69.38235294,,NA,HJT,Fish
479,ANIMALS,,Star Fish,70.76470588,,NA,HJT,Star Fish
479,ANIMALS,,Sea Horse,72.76470588,,NA,HJT,Sea Horse
479,ANIMALS,,Shark,80.05882353,,NA,HJT,Shark
479,ANIMALS,,Killer Whale,82.79411765,,NA,HJT,Killer Whale
479,ANIMALS,,Clown Fish,92.44117647,,NA,HJT,Clown Fish
479,ANIMALS,,Dalmatian,101.7647059,,NA,HJT,Dalmatian
479,ANIMALS,,Sparrow,107.4117647,,NA,HJT,Sparrow
479,ANIMALS,,Eagle,111.0588235,,NA,HJT,Eagle
479,ANIMALS,,Egret,115.0588235,,NA,HJT,Egret
479,ANIMALS,,Blue Footed Booby,118.1764706,,NA,HJT,Blue Footed Booby
479,ANIMALS,,Muskrat,130.4117647,,NA,HJT,Muskrat
479,ANIMALS,,Possum,133.7352941,,NA,HJT,Possum
479,ANIMALS,,Mole,137.3823529,,NA,HJT,Mole
479,ANIMALS,,Raccoon,139.4117647,,NA,HJT,Raccoon
479,ANIMALS,,Geese,142.0588235,,NA,HJT,Geese
479,ANIMALS,,Ducks,145.0588235,,NA,HJT,Ducks
479,ANIMALS,,Gulls,147.0588235,,NA,HJT,Gulls
479,ANIMALS,,Cow,154.7058824,,NA,HJT,Cow
479,ANIMALS,,Horse,156.0588235,,NA,HJT,Horse
479,ANIMALS,,Pig,158.7058824,,NA,HJT,Pig
479,ANIMALS,,Sheep,163.0588235,,NA,HJT,Sheep
479,ANIMALS,,Ewe,164.7058824,,NA,HJT,Ewe
479,ANIMALS,,Lamb,167.3823529,,NA,HJT,Lamb
479,ANIMALS,,Wolf,171.3823529,,NA,HJT,Wolf
479,ANIMALS,,Leopard,178.4117647,,NA,HJT,Leopard
481,ANIMALS,,Human,2.235294118,,NA,HJT,Human
481,ANIMALS,,Monkey,3.941176471,,NA,HJT,Monkey
481,ANIMALS,,Bird,6.529411765,,NA,HJT,Bird
481,ANIMALS,,Frog,8.529411765,,NA,HJT,Frog
481,ANIMALS,,Leopard,11.94117647,,NA,HJT,Leopard
481,ANIMALS,,Tiger,14.23529412,,NA,HJT,Tiger
481,ANIMALS,,Giraffe,16.64705882,,NA,HJT,Giraffe
481,ANIMALS,,Elephant,19.35294118,,NA,HJT,Elephant
481,ANIMALS,,Gorilla,21.64705882,,NA,HJT,Gorilla
481,ANIMALS,,Snake,24.23529412,,NA,HJT,Snake
481,ANIMALS,,Fly,27.82352941,,NA,HJT,Fly
481,ANIMALS,,Ant Eater,40.05882353,,NA,HJT,Ant Eater
481,ANIMALS,,Dog,52.52941176,,NA,HJT,Dog
481,ANIMALS,,Cat,53.82352941,,NA,HJT,Cat
481,ANIMALS,,Hamster,57.35294118,,NA,HJT,Hamster
481,ANIMALS,,Rat,61.82352941,,NA,HJT,Rat
481,ANIMALS,,Mouse,63.23529412,,NA,HJT,Mouse
481,ANIMALS,,Turtle,66.94117647,,NA,HJT,Turtle
481,ANIMALS,,Guinea Pic,70.76470588,,NA,HJT,Guinea Pic
481,ANIMALS,,Kangaroo,80.35294118,,NA,HJT,Kangaroo
481,ANIMALS,,Koala,83.23529412,,NA,HJT,Koala
481,ANIMALS,,Chipmunk,86.35294118,,NA,HJT,Chipmunk
481,ANIMALS,,Squirrel,94.35294118,,NA,HJT,Squirrel
481,ANIMALS,,Crocodile,106.0588235,,NA,HJT,Crocodile
481,ANIMALS,,Alligator,107.3529412,,NA,HJT,Alligator
481,ANIMALS,,Liger,113.2352941,,NA,HJT,Liger
481,ANIMALS,,Flamingo,127.3529412,,NA,HJT,Flamingo
481,ANIMALS,,Seal,137.5294118,,NA,HJT,Seal
481,ANIMALS,,Whale,139.2352941,,NA,HJT,Whale
481,ANIMALS,,Goldfish,141.3529412,,NA,HJT,Goldfish
481,ANIMALS,,Beta Fish,147.0588235,,NA,HJT,Beta Fish
481,ANIMALS,,Clown Fish,151.7647059,,NA,HJT,Clown Fish
481,ANIMALS,,Polar Bear,158.7647059,,NA,HJT,Polar Bear
481,ANIMALS,,Brown Bear,161.7647059,,NA,HJT,Brown Bear
481,ANIMALS,,Black Bear,167.7647059,,NA,HJT,Black Bear
